start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-07-17 0:00,2018-07-17 3:00,사교|SNS,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,매우 높음,보통,보통
2018-07-17 3:00,2018-07-17 6:30,수면,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-17 6:30,2018-07-17 7:30,야외활동|산책,야외,부천시 소사본동,실외,혼자,/,/,/,예,긍정,보통,보통,보통
2018-07-17 7:30,2018-07-17 8:10,수면,집,부천시 소사본동,실내,혼자,/,/,/,예,긍정,보통,보통,보통
2018-07-17 8:10,2018-07-17 8:40,기타|등교 준비,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-17 8:40,2018-07-17 8:50,이동,야외,부천시 소사본동,실외,"친밀한 관계|현오, 민교, 석현",/,/,/,예,긍정,보통,높음,보통
2018-07-17 8:50,2018-07-17 9:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|현오, 민교, 석현",/,/,/,예,긍정,보통,보통,보통
2018-07-17 9:00,2018-07-17 9:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-17 9:50,2018-07-17 10:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|민정, 명은",/,/,/,예,긍정,보통,낮음,보통
2018-07-17 10:00,2018-07-17 10:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-17 10:50,2018-07-17 11:00,사교|연애,상점,부천시 소사본동,실내,친밀한 관계|지은,/,/,/,예,긍정,보통,낮음,보통
2018-07-17 11:00,2018-07-17 11:50,수면|수업 중 졸음,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-17 11:50,2018-07-17 12:30,사교|농구,기타|체육관,부천시 소사본동,실내,"친밀한 관계|석민, 진호, 재영, 상휘",/,/,/,예,매우 긍정,높음,보통,높음
2018-07-17 12:30,2018-07-17 12:40,식사,상점,부천시 소사본동,실내,혼자,"기타|커피, 초콜릿",매우 적음,점심,예,긍정,보통,낮음,보통
2018-07-17 12:40,2018-07-17 13:00,사교|장난,학교,부천시 소사본동,실내,"친밀한 관계|준연, 주영, 준상",/,/,/,예,긍정,보통,낮음,보통
2018-07-17 13:00,2018-07-17 13:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-17 13:50,2018-07-17 14:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|민재, 지홍, 동훈",/,/,/,예,긍정,높음,낮음,보통
2018-07-17 14:00,2018-07-17 14:50,수면|수업 중 졸음,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-17 14:50,2018-07-17 15:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|주현, 은성, 동훈",/,/,/,예,긍정,보통,낮음,보통
2018-07-17 15:00,2018-07-17 15:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-17 15:50,2018-07-17 16:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|동재, 우진, 해찬",/,/,/,예,긍정,높음,낮음,보통
2018-07-17 16:00,2018-07-17 17:30,사교|축구,학교|운동장,부천시 소사본동,실외,"친밀한 관계|석민, 성호, 우철, 상휘, 승우, 동재, 완진, 준연, 주영, 재영",/,/,/,예,매우 긍정,매우 높음,높음,높음
2018-07-17 17:30,2018-07-17 17:50,이동,대중교통|버스,부천시 소사본동,실외,친밀한 관계|지은,/,/,/,예,매우 긍정,매우 높음,높음,높음
2018-07-17 17:40,2018-07-17 17:50,식사,식당,부천시 심곡동,실내,친밀한 관계|지은,일식|초밥,매우 적음,저녁,예,매우 긍정,매우 높음,보통,보통
2018-07-17 17:50,2018-07-17 20:30,사교|수다,카페,부천시 심곡동,실내,친밀한 관계|지은,기타|커피,매우 적음,기타,예,매우 긍정,높음,보통,보통
2018-07-17 20:30,2018-07-17 22:30,수동적 여가|영화,기타|영화관,부천시 심곡동,실내,친밀한 관계|지은,/,/,/,예,긍정,높음,보통,보통
2018-07-17 22:30,2018-07-17 22:40,이동,대중교통|버스,부천시 심곡동,실외,친밀한 관계|지은,/,/,/,예,매우 긍정,높음,높음,높음
2018-07-17 22:40,2018-07-17 22:50,야외활동|산책,야외,부천시 범박동,실외,친밀한 관계|지은,/,/,/,예,매우 긍정,매우 높음,높음,높음
2018-07-17 22:50,2018-07-17 23:00,이동,야외,부천시 범박동,실외,혼자,/,/,/,예,긍정,매우 높음,높음,높음
2018-07-17 23:00,2018-07-17 23:20,기타|샤워,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,매우 높음,보통,보통
2018-07-17 23:20,2018-07-17 23:50,능동적 여가|운동,집,부천시 소사본동,실내,혼자,/,/,/,예,긍정,매우 높음,높음,보통
2018-07-17 23:50,2018-07-17 23:59,능동적 여가|운동 정보 검색,집,부천시 소사본동,실내,혼자,/,/,/,예,긍정,매우 높음,높음,보통
