start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-07-16 0:00,2018-07-16 4:30,사교|SNS,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,매우 높음,보통,보통
2018-07-16 4:30,2018-07-16 8:10,수면,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-16 8:10,2018-07-16 8:40,기타|등교 준비,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-16 8:40,2018-07-16 8:50,이동,야외,부천시 소사본동,실외,"친밀한 관계|현오, 민교, 석현",/,/,/,예,긍정,보통,높음,보통
2018-07-16 8:50,2018-07-16 9:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|현오, 민교, 석현",/,/,/,예,긍정,보통,보통,보통
2018-07-16 9:00,2018-07-16 9:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-16 9:50,2018-07-16 10:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|승희, 우철, 민경",/,/,/,예,긍정,보통,낮음,보통
2018-07-16 10:00,2018-07-16 10:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-16 10:50,2018-07-16 11:00,사교|매점,상점,부천시 소사본동,실내,"친밀한 관계|석민, 성호",/,/,/,예,긍정,보통,낮음,보통
2018-07-16 11:00,2018-07-16 11:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-16 11:50,2018-07-16 12:30,사교|농구,기타|체육관,부천시 소사본동,실내,"친밀한 관계|석민, 성호, 우철, 상휘",/,/,/,예,매우 긍정,높음,보통,높음
2018-07-16 12:30,2018-07-16 12:40,식사,상점,부천시 소사본동,실내,혼자,"기타|커피, 초콜릿",매우 적음,점심,예,긍정,보통,낮음,보통
2018-07-16 12:40,2018-07-16 13:00,사교,학교,부천시 소사본동,실내,"친밀한 관계|동재, 승우, 단규",/,/,/,예,긍정,보통,낮음,보통
2018-07-16 13:00,2018-07-16 13:50,수면|수업 중 졸음,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-16 13:50,2018-07-16 14:00,사교|매점,상점,부천시 소사본동,실내,"친밀한 관계|재영, 영진, 상휘",/,/,/,예,긍정,높음,낮음,보통
2018-07-16 14:00,2018-07-16 14:50,수면|수업 중 졸음,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-16 14:50,2018-07-16 15:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|지윤, 우혁",/,/,/,예,긍정,보통,낮음,보통
2018-07-16 15:00,2018-07-16 15:50,공부,학교,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,낮음,보통
2018-07-16 15:50,2018-07-16 16:00,사교|수다,학교,부천시 소사본동,실내,"친밀한 관계|한순, 성욱, 주혁",/,/,/,예,긍정,높음,낮음,보통
2018-07-16 16:00,2018-07-16 17:30,사교|축구,학교|운동장,부천시 소사본동,실외,"친밀한 관계|석민, 성호, 우철, 상휘, 승우, 동재, 완진, 준연, 주영, 재영",/,/,/,예,매우 긍정,매우 높음,높음,높음
2018-07-16 17:30,2018-07-16 17:40,이동,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,매우 높음,높음,높음
2018-07-16 17:40,2018-07-16 17:50,식사,상점|편의점,부천시 소사본동,실내,혼자,"기타|커피, 초콜릿, 박카스",매우 적음,저녁,예,긍정,높음,보통,보통
2018-07-16 17:50,2018-07-16 19:40,사교|게임,기타|PC방,부천시 소사본동,실내,"친밀한 관계|영훈, 민재, 영진",/,/,/,예,긍정,매우 높음,보통,보통
2018-07-16 19:40,2018-07-16 19:50,이동,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,매우 높음,높음,높음
2018-07-16 19:50,2018-07-16 22:00,사교|노래방,기타|노래방,부천시 소사본동,실내,"친밀한 관계|청비, 석민, 예림, 성호",/,/,/,예,매우 긍정,매우 높음,보통,보통
2018-07-16 22:00,2018-07-16 22:10,이동,야외,부천시 소사본동,실외,혼자,/,/,/,예,긍정,매우 높음,높음,높음
2018-07-16 22:10,2018-07-16 22:30,기타|샤워,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,매우 높음,보통,보통
2018-07-16 22:30,2018-07-16 22:50,능동적 여가|운동 정보 검색,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,높음,보통,보통
2018-07-16 22:50,2018-07-16 23:30,능동적 여가|운동,집,부천시 소사본동,실내,혼자,/,/,/,예,긍정,매우 높음,높음,보통
2018-07-16 23:30,2018-07-16 23:50,능동적 여가|인터넷 쇼핑,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,매우 높음,높음,보통
2018-07-16 23:50,2018-07-16 23:59,사교|SNS,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,매우 높음,높음,보통
