start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-07-22 0:00,2018-07-22 0:30,야외활동|산책,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,보통,보통,높음
2018-07-22 0:30,2018-07-22 1:40,기타|트위치 시청,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 1:40,2018-07-22 2:20,기타|명상,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 2:20,2018-07-22 5:40,수면,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-07-22 5:40,2018-07-22 6:00,야외활동|산책,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,낮음,보통,높음
2018-07-22 6:00,2018-07-22 6:30,능동적 여가|운동,집,부천시 소사본동,실내,혼자,/,/,/,예,긍정,낮음,보통,보통
2018-07-22 6:30,2018-07-22 6:50,기타|샤워,집,부천시 소사본동,실내,혼자,/,/,/,예,긍정,낮음,보통,보통
2018-07-22 6:50,2018-07-22 7:50,수동적 여가|TV시청,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-07-22 7:50,2018-07-22 8:00,기타|외출 준비,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-07-22 8:00,2018-07-22 8:10,이동,대중교통,부천시 소사본동,실외,혼자,/,/,/,예,보통,낮음,보통,높음
2018-07-22 8:10,2018-07-22 10:30,사교|수다,카페,부천시 심곡동,실내,"친밀한 관계|현오, 석현, 문교",기타|커피,매우 적음,간식,예,긍정,낮음,보통,보통
2018-07-22 10:30,2018-07-22 10:40,이동,대중교통,부천시 심곡동,실외,혼자,/,/,/,예,보통,낮음,높음,높음
2018-07-22 10:40,2018-07-22 12:40,사교|게임,기타|PC방,부천시 소사본동,실내,"친밀한 관계|진호, 민규, 홍규",/,/,/,예,긍정,낮음,보통,보통
2018-07-22 12:40,2018-07-22 12:50,이동,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,보통,매우 높음,높음
2018-07-22 12:50,2018-07-22 13:10,식사,집,부천시 소사본동,실내,혼자,한식|된장찌개,매우 적음,점심,예,보통,보통,보통,보통
2018-07-22 13:10,2018-07-22 13:20,이동,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,보통,매우 높음,높음
2018-07-22 13:20,2018-07-22 15:20,사교|농구,학교|운동장,부천시 소사본동,실외,"친밀한 관계|우철, 상준, 준연",/,/,/,예,긍정,보통,매우 높음,매우 높음
2018-07-22 15:20,2018-07-22 15:30,이동,야외,부천시 소사본동,실외,혼자,/,/,/,예,보통,높음,매우 높음,매우 높음
2018-07-22 15:30,2018-07-22 15:50,기타|휴식,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,높음,보통,보통
2018-07-22 15:50,2018-07-22 17:10,능동적 여가|운동,기타|헬스장,부천시 소사본동,실내,혼자,/,/,/,예,긍정,높음,보통,보통
2018-07-22 17:10,2018-07-22 17:30,기타|샤워,기타|헬스장,부천시 소사본동,실내,혼자,/,/,/,예,보통,높음,보통,보통
2018-07-22 17:30,2018-07-22 17:50,기타|명상,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 17:50,2018-07-22 18:30,수동적 여가|TV시청,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 18:30,2018-07-22 18:40,능동적 여가|웹서핑,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 18:40,2018-07-22 19:40,사교|전화,집,부천시 소사본동,실내,친밀한 관계|지은,/,/,/,예,긍정,보통,보통,보통
2018-07-22 19:40,2018-07-22 20:00,청소,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 20:00,2018-07-22 20:10,공부|방학 숙제,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 20:10,2018-07-22 20:40,능동적 여가|웹서핑,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 20:40,2018-07-22 22:00,공부|방학 숙제,집,부천시 소사본동,실내,혼자,/,/,/,예,보통,보통,보통,보통
2018-07-22 22:00,2018-07-22 22:10,이동,대중교통,부천시 소사본동,실외,혼자,/,/,/,예,보통,보통,보통,높음
2018-07-22 22:10,2018-07-22 23:59,사교|노가리,야외,부천시 심곡동,실외,"친밀한 관계|문교, 현오, 종선, 대훈, 한빈, 상기, 태균",/,/,/,예,긍정,보통,보통,높음
